2022-08-13 20:05:54.098 *** Start program *** Start program
2022-08-13 20:06:03.112 *** User Login *** id=640475916; email=zhihuang@stanford.edu; firstname=Zhi; lastname=Huang.
2022-08-13 20:06:06.421 *** Open case *** /media/zhihuang/Drive14/Google_Colon_lnm_pos_2015_slides/slides/S0425
2022-08-13 20:06:08.694 *** Open processed data
2022-08-13 20:06:08.695 *** Preload all statistics at once.
2022-08-13 20:06:09.517 *** Nuclei stat data loaded, took 0.82 seconds. Total number of nuclei: 954361
2022-08-13 20:06:14.171 *** Mouse movement (LeftButton) ***  Mouse coords: (427, 340) (43716, 35431)
2022-08-13 20:06:14.189 *** Mouse movement (LeftButton) ***  Mouse coords: (428, 343) (43715, 35750)
2022-08-13 20:06:14.206 *** Mouse movement (LeftButton) ***  Mouse coords: (431, 345) (44035, 35590)
2022-08-13 20:06:14.223 *** Mouse movement (LeftButton) ***  Mouse coords: (436, 350) (44355, 36071)
2022-08-13 20:06:14.239 *** Mouse movement (LeftButton) ***  Mouse coords: (442, 353) (44515, 35751)
2022-08-13 20:06:14.256 *** Mouse movement (LeftButton) ***  Mouse coords: (448, 357) (44515, 35911)
2022-08-13 20:06:14.273 *** Mouse movement (LeftButton) ***  Mouse coords: (459, 364) (45316, 36391)
2022-08-13 20:06:14.289 *** Mouse movement (LeftButton) ***  Mouse coords: (467, 367) (44836, 35751)
2022-08-13 20:06:14.306 *** Mouse movement (LeftButton) ***  Mouse coords: (473, 369) (44515, 35591)
2022-08-13 20:06:14.323 *** Mouse movement (LeftButton) ***  Mouse coords: (474, 370) (43716, 35431)
2022-08-13 20:06:17.486 *** Mouse movement (LeftButton) ***  Mouse coords: (444, 321) (43821, 44456)
2022-08-13 20:06:17.506 *** Mouse movement (LeftButton) ***  Mouse coords: (445, 320) (43873, 44456)
2022-08-13 20:06:17.523 *** Mouse movement (LeftButton) ***  Mouse coords: (451, 317) (44134, 44351)
2022-08-13 20:06:17.540 *** Mouse movement (LeftButton) ***  Mouse coords: (457, 314) (44135, 44351)
2022-08-13 20:06:17.557 *** Mouse movement (LeftButton) ***  Mouse coords: (463, 310) (44134, 44299)
2022-08-13 20:06:17.573 *** Mouse movement (LeftButton) ***  Mouse coords: (468, 308) (44082, 44404)
2022-08-13 20:06:17.590 *** Mouse movement (LeftButton) ***  Mouse coords: (479, 305) (44396, 44351)
2022-08-13 20:06:17.606 *** Mouse movement (LeftButton) ***  Mouse coords: (488, 303) (44291, 44404)
2022-08-13 20:06:17.624 *** Mouse movement (LeftButton) ***  Mouse coords: (492, 303) (44030, 44508)
2022-08-13 20:06:17.648 *** Mouse movement (LeftButton) ***  Mouse coords: (495, 303) (43978, 44508)
2022-08-13 20:06:18.918 *** Mouse movement (LeftButton) ***  Mouse coords: (457, 318) (41836, 45291)
2022-08-13 20:06:18.942 *** Mouse movement (LeftButton) ***  Mouse coords: (465, 326) (42254, 45657)
2022-08-13 20:06:18.976 *** Mouse movement (LeftButton) ***  Mouse coords: (496, 341) (43455, 46023)
2022-08-13 20:06:18.990 *** Mouse movement (LeftButton) ***  Mouse coords: (528, 346) (43508, 45500)
2022-08-13 20:06:19.007 *** Mouse movement (LeftButton) ***  Mouse coords: (561, 353) (43560, 45605)
2022-08-13 20:06:19.023 *** Mouse movement (LeftButton) ***  Mouse coords: (618, 363) (44814, 45761)
2022-08-13 20:06:19.040 *** Mouse movement (LeftButton) ***  Mouse coords: (632, 363) (42568, 45239)
2022-08-13 20:06:19.057 *** Mouse movement (LeftButton) ***  Mouse coords: (647, 364) (42619, 45292)
2022-08-13 20:06:19.073 *** Mouse movement (LeftButton) ***  Mouse coords: (653, 365) (42150, 45291)
2022-08-13 20:06:19.090 *** Mouse movement (LeftButton) ***  Mouse coords: (654, 365) (41888, 45239)
2022-08-13 20:06:23.508 *** Mouse movement (LeftButton) ***  Mouse coords: (588, 385) (37365, 44054)
2022-08-13 20:06:23.524 *** Mouse movement (LeftButton) ***  Mouse coords: (585, 386) (37183, 44146)
2022-08-13 20:06:23.541 *** Mouse movement (LeftButton) ***  Mouse coords: (583, 386) (37274, 44054)
2022-08-13 20:06:23.556 *** Mouse movement (LeftButton) ***  Mouse coords: (573, 384) (36543, 43871)
2022-08-13 20:06:23.573 *** Mouse movement (LeftButton) ***  Mouse coords: (560, 379) (36268, 43597)
2022-08-13 20:06:23.590 *** Mouse movement (LeftButton) ***  Mouse coords: (544, 374) (35995, 43597)
2022-08-13 20:06:23.606 *** Mouse movement (LeftButton) ***  Mouse coords: (510, 356) (34348, 42408)
2022-08-13 20:06:23.623 *** Mouse movement (LeftButton) ***  Mouse coords: (484, 336) (35080, 42225)
2022-08-13 20:06:23.640 *** Mouse movement (LeftButton) ***  Mouse coords: (474, 326) (36543, 43140)
2022-08-13 20:06:23.656 *** Mouse movement (LeftButton) ***  Mouse coords: (456, 305) (35811, 42134)
2022-08-13 20:06:23.673 *** Mouse movement (LeftButton) ***  Mouse coords: (441, 282) (36085, 41951)
2022-08-13 20:06:23.689 *** Mouse movement (LeftButton) ***  Mouse coords: (436, 273) (37000, 43231)
2022-08-13 20:06:23.706 *** Mouse movement (LeftButton) ***  Mouse coords: (434, 270) (37274, 43780)
2022-08-13 20:06:23.723 *** Mouse movement (LeftButton) ***  Mouse coords: (434, 269) (37457, 43963)
2022-08-13 20:06:26.764 *** Mouse movement (LeftButton) ***  Mouse coords: (488, 291) (42395, 46065)
2022-08-13 20:06:26.789 *** Mouse movement (LeftButton) ***  Mouse coords: (491, 308) (42669, 47528)
2022-08-13 20:06:26.823 *** Mouse movement (LeftButton) ***  Mouse coords: (505, 347) (43675, 49540)
2022-08-13 20:06:26.840 *** Mouse movement (LeftButton) ***  Mouse coords: (509, 360) (42761, 47164)
2022-08-13 20:06:26.856 *** Mouse movement (LeftButton) ***  Mouse coords: (513, 372) (42760, 47072)
2022-08-13 20:06:26.873 *** Mouse movement (LeftButton) ***  Mouse coords: (517, 381) (42761, 46798)
2022-08-13 20:06:26.890 *** Mouse movement (LeftButton) ***  Mouse coords: (520, 388) (42669, 46615)
